,Question,Actual,Prediction,TP,TN,FP,FN
3860,military member quora share many anecdote question really prompt realize care,Insincere,Insincere,1,0,0,0
3681,many people specially left claiming today thing objective truth,Insincere,Insincere,1,0,0,0
47,way gender equality improve west feminism disbanded ideology,Sincere,Insincere,0,0,1,0
1046,lemon electricity work specific acid responsible chemical reaction,Sincere,Sincere,0,1,0,0
292,age income start consider investing,Sincere,Sincere,0,1,0,0
3773,dangerous take photo copier machine make copy photo machine cornered last week work debating gone home living snack vending machine,Insincere,Sincere,0,0,0,1
2181,japanese men never trim shave pubes realized visited onsen japan trim mine pretty awkward,Insincere,Insincere,1,0,0,0
3238,loyal india face discrimination sc st category,Insincere,Sincere,0,0,0,1
488,expect hear british transport police verbally offensive,Sincere,Insincere,0,0,1,0
160,win several little vampire v several wereanimals,Sincere,Sincere,0,1,0,0
2112,done tragic mispronunciation word jewelry jew la ry becomes accepted pronunciation,Insincere,Insincere,1,0,0,0
1290,way overcome hardship life,Sincere,Sincere,0,1,0,0
2215,psychopath enjoy raping insect,Insincere,Insincere,1,0,0,0
2071,event like prom many indian girl asia give virginity,Insincere,Insincere,1,0,0,0
2430,african american woman le likely attract desirable american white men,Insincere,Insincere,1,0,0,0
3557,american insist country best world neither happiest developed nation,Insincere,Insincere,1,0,0,0
3015,north indian speak kannada,Insincere,Insincere,1,0,0,0
304,install ota update rom,Sincere,Sincere,0,1,0,0
3683,turk lie greek armenian assyrian genocide,Insincere,Insincere,1,0,0,0
853,ask people even know might able help issue,Sincere,Insincere,0,0,1,0
1529,effective term value money availability frictionlessness point sale po payment solution merchant nigeria,Sincere,Sincere,0,1,0,0
1832,cantilever beam show pure bending,Sincere,Sincere,0,1,0,0
10,commercial radio hong kong accomplished radio broadcasting industry,Sincere,Sincere,0,1,0,0
3350,indian follow rule asked always challenge every rule,Insincere,Insincere,1,0,0,0
1035,besides earwax wax human body say,Sincere,Sincere,0,1,0,0
3183,site liberal site,Insincere,Insincere,1,0,0,0
687,creepy fact,Sincere,Insincere,0,0,1,0
1234,change default numbering cell google sheet,Sincere,Sincere,0,1,0,0
1653,purity politics,Sincere,Sincere,0,1,0,0
250,secret way always get right scale graph,Sincere,Insincere,0,0,1,0
258,plan b pill cause miss period,Sincere,Sincere,0,1,0,0
3333,sexism wrong mean actual biological difference men woman lead u expecting different thing men woman science right,Insincere,Insincere,1,0,0,0
971,cost chemotherapy breast cancer aiims,Sincere,Sincere,0,1,0,0
2810,think woman life difficult man,Insincere,Insincere,1,0,0,0
1520,soviet economy much heavy industry made difficult use chinese approach economic reform let alone shock therapy,Sincere,Sincere,0,1,0,0
2327,stop child trafficking profit england knowing child trafficking england carried english s police family court cafcass forster agency way stopping,Insincere,Insincere,1,0,0,0
2848,u immigration officer international reputation humourlessness rudeness justified rude,Insincere,Insincere,1,0,0,0
1826,indian army people specialised english speaking course,Sincere,Insincere,0,0,1,0
3155,girl upload send filtered pic mostly cheating,Insincere,Insincere,1,0,0,0
178,take cpt registration number direct icai chennai,Sincere,Sincere,0,1,0,0
2828,many american believe owning gun important people life,Insincere,Insincere,1,0,0,0
704,find coterminal angle,Sincere,Sincere,0,1,0,0
392,selective cutting,Sincere,Sincere,0,1,0,0
3222,australian police racist,Insincere,Insincere,1,0,0,0
3270,protester donald inauguration violent,Insincere,Insincere,1,0,0,0
263,happens actual bad debt allowance created accounting perspective,Sincere,Sincere,0,1,0,0
80,right contract word formal writing business book instance,Sincere,Sincere,0,1,0,0
163,look,Sincere,Insincere,0,0,1,0
768,difference bipolar manic narcissist bipolar actually seems narcissistic,Sincere,Insincere,0,0,1,0
1998,window application like encarta kid,Sincere,Sincere,0,1,0,0
