,Actual,Prediction,TP,TN,FP,FN
1377,Sincere,Sincere,1,0,0,0
1378,Insincere,Insincere,0,1,0,0
1379,Insincere,Insincere,0,1,0,0
1380,Insincere,Sincere,0,0,1,0
1381,Sincere,Sincere,1,0,0,0
1382,Sincere,Sincere,1,0,0,0
1383,Sincere,Insincere,0,0,0,1
1384,Sincere,Insincere,0,0,0,1
1385,Insincere,Insincere,0,1,0,0
1386,Insincere,Insincere,0,1,0,0
1387,Sincere,Insincere,0,0,0,1
1388,Insincere,Insincere,0,1,0,0
1389,Sincere,Sincere,1,0,0,0
1390,Insincere,Insincere,0,1,0,0
1391,Sincere,Sincere,1,0,0,0
1392,Sincere,Sincere,1,0,0,0
1393,Sincere,Sincere,1,0,0,0
1394,Insincere,Insincere,0,1,0,0
1395,Sincere,Sincere,1,0,0,0
1396,Insincere,Insincere,0,1,0,0
1397,Sincere,Insincere,0,0,0,1
1398,Insincere,Insincere,0,1,0,0
1399,Sincere,Insincere,0,0,0,1
1400,Insincere,Insincere,0,1,0,0
1401,Insincere,Insincere,0,1,0,0
1402,Sincere,Sincere,1,0,0,0
1403,Sincere,Sincere,1,0,0,0
1404,Insincere,Insincere,0,1,0,0
1405,Insincere,Insincere,0,1,0,0
1406,Sincere,Sincere,1,0,0,0
1407,Insincere,Insincere,0,1,0,0
1408,Insincere,Insincere,0,1,0,0
1409,Insincere,Sincere,0,0,1,0
1410,Insincere,Insincere,0,1,0,0
1411,Insincere,Insincere,0,1,0,0
1412,Insincere,Insincere,0,1,0,0
1413,Sincere,Sincere,1,0,0,0
1414,Insincere,Insincere,0,1,0,0
1415,Sincere,Insincere,0,0,0,1
1416,Insincere,Insincere,0,1,0,0
1417,Sincere,Insincere,0,0,0,1
1418,Insincere,Sincere,0,0,1,0
1419,Sincere,Sincere,1,0,0,0
1420,Insincere,Insincere,0,1,0,0
1421,Insincere,Sincere,0,0,1,0
1422,Sincere,Sincere,1,0,0,0
1423,Insincere,Insincere,0,1,0,0
1424,Sincere,Insincere,0,0,0,1
1425,Insincere,Insincere,0,1,0,0
1426,Sincere,Sincere,1,0,0,0
1427,Insincere,Insincere,0,1,0,0
1428,Insincere,Insincere,0,1,0,0
1429,Sincere,Insincere,0,0,0,1
1430,Insincere,Sincere,0,0,1,0
1431,Insincere,Insincere,0,1,0,0
1432,Sincere,Sincere,1,0,0,0
1433,Insincere,Insincere,0,1,0,0
1434,Insincere,Insincere,0,1,0,0
1435,Insincere,Insincere,0,1,0,0
1436,Insincere,Sincere,0,0,1,0
1437,Insincere,Insincere,0,1,0,0
1438,Sincere,Sincere,1,0,0,0
1439,Sincere,Insincere,0,0,0,1
1440,Insincere,Sincere,0,0,1,0
1441,Sincere,Sincere,1,0,0,0
1442,Insincere,Insincere,0,1,0,0
1443,Sincere,Sincere,1,0,0,0
1444,Insincere,Insincere,0,1,0,0
1445,Insincere,Insincere,0,1,0,0
1446,Insincere,Insincere,0,1,0,0
1447,Sincere,Sincere,1,0,0,0
1448,Sincere,Sincere,1,0,0,0
1449,Insincere,Insincere,0,1,0,0
1450,Sincere,Sincere,1,0,0,0
1451,Insincere,Insincere,0,1,0,0
1452,Insincere,Insincere,0,1,0,0
1453,Insincere,Insincere,0,1,0,0
1454,Insincere,Insincere,0,1,0,0
1455,Insincere,Insincere,0,1,0,0
1456,Insincere,Insincere,0,1,0,0
1457,Insincere,Sincere,0,0,1,0
1458,Sincere,Sincere,1,0,0,0
1459,Sincere,Sincere,1,0,0,0
1460,Insincere,Insincere,0,1,0,0
1461,Sincere,Insincere,0,0,0,1
1462,Sincere,Insincere,0,0,0,1
1463,Sincere,Sincere,1,0,0,0
1464,Sincere,Sincere,1,0,0,0
1465,Insincere,Insincere,0,1,0,0
1466,Insincere,Insincere,0,1,0,0
1467,Insincere,Insincere,0,1,0,0
1468,Sincere,Insincere,0,0,0,1
1469,Sincere,Insincere,0,0,0,1
1470,Sincere,Sincere,1,0,0,0
1471,Sincere,Sincere,1,0,0,0
1472,Sincere,Sincere,1,0,0,0
1473,Sincere,Insincere,0,0,0,1
1474,Insincere,Insincere,0,1,0,0
1475,Insincere,Insincere,0,1,0,0
1476,Sincere,Insincere,0,0,0,1
1477,Insincere,Insincere,0,1,0,0
1478,Insincere,Insincere,0,1,0,0
1479,Insincere,Insincere,0,1,0,0
1480,Insincere,Insincere,0,1,0,0
1481,Sincere,Sincere,1,0,0,0
1482,Sincere,Sincere,1,0,0,0
1483,Insincere,Insincere,0,1,0,0
1484,Sincere,Sincere,1,0,0,0
1485,Insincere,Insincere,0,1,0,0
1486,Sincere,Sincere,1,0,0,0
1487,Sincere,Sincere,1,0,0,0
1488,Insincere,Insincere,0,1,0,0
1489,Sincere,Sincere,1,0,0,0
1490,Insincere,Sincere,0,0,1,0
1491,Sincere,Insincere,0,0,0,1
1492,Sincere,Insincere,0,0,0,1
1493,Sincere,Sincere,1,0,0,0
1494,Insincere,Insincere,0,1,0,0
1495,Sincere,Sincere,1,0,0,0
1496,Sincere,Insincere,0,0,0,1
1497,Insincere,Insincere,0,1,0,0
1498,Sincere,Sincere,1,0,0,0
1499,Sincere,Sincere,1,0,0,0
1500,Sincere,Insincere,0,0,0,1
1501,Sincere,Sincere,1,0,0,0
1502,Insincere,Insincere,0,1,0,0
1503,Insincere,Insincere,0,1,0,0
1504,Insincere,Insincere,0,1,0,0
1505,Insincere,Insincere,0,1,0,0
1506,Insincere,Insincere,0,1,0,0
1507,Insincere,Insincere,0,1,0,0
1508,Sincere,Sincere,1,0,0,0
1509,Insincere,Insincere,0,1,0,0
1510,Insincere,Sincere,0,0,1,0
1511,Sincere,Sincere,1,0,0,0
1512,Insincere,Sincere,0,0,1,0
1513,Sincere,Sincere,1,0,0,0
1514,Insincere,Insincere,0,1,0,0
1515,Sincere,Insincere,0,0,0,1
1516,Sincere,Insincere,0,0,0,1
1517,Insincere,Insincere,0,1,0,0
1518,Sincere,Sincere,1,0,0,0
1519,Sincere,Sincere,1,0,0,0
1520,Insincere,Insincere,0,1,0,0
1521,Sincere,Sincere,1,0,0,0
1522,Insincere,Insincere,0,1,0,0
1523,Insincere,Insincere,0,1,0,0
1524,Sincere,Insincere,0,0,0,1
1525,Insincere,Insincere,0,1,0,0
1526,Sincere,Insincere,0,0,0,1
1527,Sincere,Sincere,1,0,0,0
1528,Insincere,Insincere,0,1,0,0
1529,Sincere,Insincere,0,0,0,1
1530,Insincere,Insincere,0,1,0,0
1531,Sincere,Sincere,1,0,0,0
1532,Sincere,Sincere,1,0,0,0
1533,Sincere,Sincere,1,0,0,0
1534,Insincere,Insincere,0,1,0,0
1535,Sincere,Sincere,1,0,0,0
1536,Sincere,Sincere,1,0,0,0
1537,Sincere,Sincere,1,0,0,0
1538,Sincere,Sincere,1,0,0,0
1539,Sincere,Insincere,0,0,0,1
1540,Insincere,Insincere,0,1,0,0
1541,Sincere,Sincere,1,0,0,0
1542,Insincere,Insincere,0,1,0,0
1543,Insincere,Insincere,0,1,0,0
1544,Insincere,Insincere,0,1,0,0
1545,Sincere,Sincere,1,0,0,0
1546,Insincere,Insincere,0,1,0,0
1547,Sincere,Sincere,1,0,0,0
1548,Insincere,Insincere,0,1,0,0
1549,Sincere,Sincere,1,0,0,0
1550,Insincere,Insincere,0,1,0,0
1551,Sincere,Insincere,0,0,0,1
1552,Insincere,Insincere,0,1,0,0
1553,Sincere,Sincere,1,0,0,0
1554,Sincere,Sincere,1,0,0,0
1555,Insincere,Insincere,0,1,0,0
1556,Insincere,Insincere,0,1,0,0
1557,Sincere,Insincere,0,0,0,1
1558,Insincere,Insincere,0,1,0,0
1559,Insincere,Sincere,0,0,1,0
1560,Sincere,Sincere,1,0,0,0
1561,Sincere,Sincere,1,0,0,0
1562,Insincere,Insincere,0,1,0,0
1563,Sincere,Insincere,0,0,0,1
1564,Insincere,Sincere,0,0,1,0
1565,Sincere,Sincere,1,0,0,0
1566,Insincere,Insincere,0,1,0,0
1567,Insincere,Insincere,0,1,0,0
1568,Sincere,Sincere,1,0,0,0
1569,Insincere,Insincere,0,1,0,0
1570,Sincere,Sincere,1,0,0,0
1571,Sincere,Insincere,0,0,0,1
1572,Sincere,Sincere,1,0,0,0
1573,Sincere,Sincere,1,0,0,0
1574,Insincere,Sincere,0,0,1,0
1575,Insincere,Insincere,0,1,0,0
1576,Insincere,Insincere,0,1,0,0
1577,Insincere,Insincere,0,1,0,0
1578,Insincere,Insincere,0,1,0,0
1579,Insincere,Insincere,0,1,0,0
1580,Sincere,Sincere,1,0,0,0
1581,Insincere,Sincere,0,0,1,0
1582,Sincere,Sincere,1,0,0,0
1583,Insincere,Insincere,0,1,0,0
1584,Insincere,Insincere,0,1,0,0
1585,Sincere,Sincere,1,0,0,0
1586,Sincere,Sincere,1,0,0,0
1587,Sincere,Insincere,0,0,0,1
1588,Insincere,Sincere,0,0,1,0
1589,Sincere,Insincere,0,0,0,1
1590,Insincere,Insincere,0,1,0,0
1591,Sincere,Sincere,1,0,0,0
1592,Insincere,Insincere,0,1,0,0
1593,Insincere,Insincere,0,1,0,0
1594,Insincere,Insincere,0,1,0,0
1595,Insincere,Insincere,0,1,0,0
1596,Insincere,Sincere,0,0,1,0
1597,Insincere,Insincere,0,1,0,0
1598,Sincere,Sincere,1,0,0,0
1599,Insincere,Insincere,0,1,0,0
